%time,Real Time UTC,field.latitude,field.longitude
1.53531068317709E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068324536E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068331444E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068338378E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068345419E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068352742E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068360073E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068367294E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068374114E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068381085E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068388416E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.5353106839532E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068402328E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068409286E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068416754E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068423748E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068430631E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068437649E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.53531068444533E+018,26/08/2018 13:22:24,50.8192863464,-1.3114233017
1.5353106845163E+018,26/08/2018 13:22:25,50.8192863464,-1.3114233017
1.53531068459067E+018,26/08/2018 13:22:25,50.8192863464,-1.3114233017
1.5353106846598E+018,26/08/2018 13:22:25,50.8192863464,-1.3114233017
1.53531068473054E+018,26/08/2018 13:22:25,50.8192863464,-1.3114233017
1.53531068479804E+018,26/08/2018 13:22:25,50.8192863464,-1.3114233017
1.53531068487133E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068494192E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068501093E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068508128E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.5353106851544E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068522438E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068529372E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068536273E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068543287E+018,26/08/2018 13:22:25,50.819278717,-1.3114182949
1.53531068550631E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068557576E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068564805E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068571548E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068578898E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068585903E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068592982E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068600298E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068607168E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068614207E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068621124E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068628132E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068635251E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068642623E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068649559E+018,26/08/2018 13:22:26,50.819278717,-1.3114182949
1.53531068656439E+018,26/08/2018 13:22:27,50.819278717,-1.3114182949
1.53531068663356E+018,26/08/2018 13:22:27,50.819278717,-1.3114182949
1.53531068670716E+018,26/08/2018 13:22:27,50.819278717,-1.3114182949
1.5353106867764E+018,26/08/2018 13:22:27,50.819278717,-1.3114182949
1.53531068685055E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068691946E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068699003E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068705818E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068712808E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068719864E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068727276E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068734264E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068741103E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068748014E+018,26/08/2018 13:22:27,50.819278717,-1.3114115
1.53531068755118E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.5353106876208E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068769361E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068776937E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068783783E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068790893E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068797969E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068805046E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068812012E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068818832E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068825882E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068832804E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.535310688402E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068847258E+018,26/08/2018 13:22:28,50.819278717,-1.3114115
1.53531068854137E+018,26/08/2018 13:22:29,50.819278717,-1.3114115
1.53531068861113E+018,26/08/2018 13:22:29,50.819278717,-1.3114115
1.53531068868105E+018,26/08/2018 13:22:29,50.819278717,-1.3114115
1.53531068875078E+018,26/08/2018 13:22:29,50.819278717,-1.3114115
1.535310688824E+018,26/08/2018 13:22:29,50.819278717,-1.3114115
1.53531068889333E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068896697E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068903681E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068910608E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068917674E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068924591E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068931547E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068938957E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.5353106894596E+018,26/08/2018 13:22:29,50.8192863464,-1.3114050627
1.53531068953016E+018,26/08/2018 13:22:30,50.8192863464,-1.3114050627
1.53531068959843E+018,26/08/2018 13:22:30,50.8192863464,-1.3114050627
1.53531068967034E+018,26/08/2018 13:22:30,50.8192863464,-1.3114050627
1.53531068974208E+018,26/08/2018 13:22:30,50.8192863464,-1.3114050627
1.53531068981024E+018,26/08/2018 13:22:30,50.8192863464,-1.3114050627
1.53531068988079E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.5353106899544E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.53531069002432E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.53531069009361E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.53531069016431E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.53531069023287E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.5353106903062E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.53531069037698E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.53531069044662E+018,26/08/2018 13:22:30,50.8192863464,-1.3114016056
1.5353106905156E+018,26/08/2018 13:22:31,50.8192863464,-1.3114016056
1.53531069058593E+018,26/08/2018 13:22:31,50.8192863464,-1.3114016056
1.53531069065929E+018,26/08/2018 13:22:31,50.8192863464,-1.3114016056
1.53531069072822E+018,26/08/2018 13:22:31,50.8192863464,-1.3114016056
1.53531069079886E+018,26/08/2018 13:22:31,50.8192863464,-1.3114016056
1.53531069086795E+018,26/08/2018 13:22:31,50.8192863464,-1.3114016056
1.53531069094229E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069101187E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069108191E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069115072E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069122084E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069129353E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069136421E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069143328E+018,26/08/2018 13:22:31,50.8192863464,-1.3113950491
1.53531069150918E+018,26/08/2018 13:22:32,50.8192863464,-1.3113950491
1.53531069157795E+018,26/08/2018 13:22:32,50.8192863464,-1.3113950491
1.53531069165063E+018,26/08/2018 13:22:32,50.8192863464,-1.3113950491
1.53531069171557E+018,26/08/2018 13:22:32,50.8192863464,-1.3113950491
1.53531069178985E+018,26/08/2018 13:22:32,50.8192863464,-1.3113950491
1.53531069185903E+018,26/08/2018 13:22:32,50.8192863464,-1.3113950491
1.53531069192908E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069200222E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069207172E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069214179E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069221121E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069228303E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069235437E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069242475E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069249353E+018,26/08/2018 13:22:32,50.8192863464,-1.3113882542
1.53531069256365E+018,26/08/2018 13:22:33,50.8192863464,-1.3113882542
1.53531069263376E+018,26/08/2018 13:22:33,50.8192863464,-1.3113882542
1.5353106927046E+018,26/08/2018 13:22:33,50.8192863464,-1.3113882542
1.53531069277726E+018,26/08/2018 13:22:33,50.8192863464,-1.3113882542
1.53531069284778E+018,26/08/2018 13:22:33,50.8192863464,-1.3113882542
1.53531069292024E+018,26/08/2018 13:22:33,50.8192863464,-1.3113882542
1.53531069298955E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069305809E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069312909E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069320183E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.5353106932731E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069334185E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069341059E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069348172E+018,26/08/2018 13:22:33,50.8192863464,-1.3113849163
1.53531069355085E+018,26/08/2018 13:22:34,50.8192863464,-1.3113849163
1.53531069362114E+018,26/08/2018 13:22:34,50.8192863464,-1.3113849163
1.5353106936904E+018,26/08/2018 13:22:34,50.8192863464,-1.3113849163
1.5353106937628E+018,26/08/2018 13:22:34,50.8192863464,-1.3113849163
1.5353106938334E+018,26/08/2018 13:22:34,50.8192863464,-1.3113849163
